Id,SalePrice
1610,167138.38
1611,137923.05
1612,177536.73
1613,173003.34
1614,123384.39
1615,96971.125
1616,84470.86
1617,91594.54
1618,129857.18
1619,137410.45
1620,183228.81
1621,145264.9
1622,144009.08
1623,251409.08
1624,215717.72
1625,117993.37
1626,162901.27
1627,184529.44
1628,267681.53
1629,168119.8
1630,332271.97
1631,202144.5
1632,221263.23
1633,168271.14
1634,186351.11
1635,177682.23
1636,158345.53
1637,206343.39
1638,182937.6
1639,170230.17
1640,246476.67
1641,175221.84
1642,226383.73
1643,219827.89
1644,223966.77
1645,202420.22
1646,159202.06
1647,157839.89
1648,129878.984
1649,139161.31
1650,119588.16
1651,121517.21
1652,95070.27
1653,98479.625
1654,153894.94
1655,151362.19
1656,152409.94
1657,156092.9
1658,154101.02
1659,134657.0
1660,143934.58
1661,397593.9
1662,365872.78
1663,345908.6
1664,399772.38
1665,291572.94
1666,326869.44
1667,356622.62
1668,313565.84
1669,281100.97
1670,319498.44
1671,230904.97
1672,382380.94
1673,267691.94
1674,245201.73
1675,181668.52
1676,185885.8
1677,208402.78
1678,419865.0
1679,382318.75
1680,339254.9
1681,253216.53
1682,295724.16
1683,184684.03
1684,177052.81
1685,171056.81
1686,179824.89
1687,167061.25
1688,190847.19
1689,191697.84
1690,190831.73
1691,186971.53
1692,269088.34
1693,169694.47
1694,175193.84
1695,158713.58
1696,264467.4
1697,162584.1
1698,304284.88
1699,287454.3
1700,239895.05
1701,259606.78
1702,255823.0
1703,253923.89
1704,270081.2
1705,234559.78
1706,401009.3
1707,231246.83
1708,212446.23
1709,259954.34
1710,230267.52
1711,279238.53
1712,237920.28
1713,262990.62
1714,221514.95
1715,211464.94
1716,187044.55
1717,173029.42
1718,126859.45
1719,196531.36
1720,244173.53
1721,159923.83
1722,122917.61
1723,162938.05
1724,218360.42
1725,226016.08
1726,185131.4
1727,151517.75
1728,165975.72
1729,172118.19
1730,163241.19
1731,117056.41
1732,132359.75
1733,122697.89
1734,126267.805
1735,131675.9
1736,115124.45
1737,273031.53
1738,214648.5
1739,280112.1
1740,213033.1
1741,195771.0
1742,171183.81
1743,175081.2
1744,288620.78
1745,184430.81
1746,192444.83
1747,200016.34
1748,217336.64
1749,153657.33
1750,127351.67
1751,223662.53
1752,122515.5
1753,147609.5
1754,197104.0
1755,157712.08
1756,128152.08
1757,125457.734
1758,140850.9
1759,154044.08
1760,170816.38
1761,140287.6
1762,191653.92
1763,163355.52
1764,117521.086
1765,173673.19
1766,180924.61
1767,207520.84
1768,141692.17
1769,157928.78
1770,139402.33
1771,127918.08
1772,143971.9
1773,134834.23
1774,170761.06
1775,135937.48
1776,122626.195
1777,116165.305
1778,132465.66
1779,119100.34
1780,165056.11
1781,129943.445
1782,99543.15
1783,170106.84
1784,109924.86
1785,122137.72
1786,163274.73
1787,167458.78
1788,86295.62
1789,102335.97
1790,77657.31
1791,209525.38
1792,154852.75
1793,117301.08
1794,153765.98
1795,131645.33
1796,121377.766
1797,113015.99
1798,121294.8
1799,124084.445
1800,124592.93
1801,129621.27
1802,125922.49
1803,149193.72
1804,145475.73
1805,135796.8
1806,116215.7
1807,167481.42
1808,118415.43
1809,104356.164
1810,138100.36
1811,119323.61
1812,94391.16
1813,125983.36
1814,92384.58
1815,60293.887
1816,111697.92
1817,134010.1
1818,144301.06
1819,112620.18
1820,43380.066
1821,120112.945
1822,142096.2
1823,17872.826
1824,134196.42
1825,139951.1
1826,107755.49
1827,103619.266
1828,135199.14
1829,125002.164
1830,150951.3
1831,141202.44
1832,119749.26
1833,143772.84
1834,115205.15
1835,126861.195
1836,129994.53
1837,83398.81
1838,120540.54
1839,105497.305
1840,125139.11
1841,141393.78
1842,83023.15
1843,127942.9
1844,127055.88
1845,143931.23
1846,138883.3
1847,163480.56
1848,56662.598
1849,99749.72
1850,111059.87
1851,157568.97
1852,121626.49
1853,139515.45
1854,173826.3
1855,141463.84
1856,220288.6
1857,121372.7
1858,149088.1
1859,125751.45
1860,139821.88
1861,124332.66
1862,281929.9
1863,276388.75
1864,276388.75
1865,326796.66
1866,308861.3
1867,229774.25
1868,276478.44
1869,208559.36
1870,231907.1
1871,245235.1
1872,168107.78
1873,213103.95
1874,133676.42
1875,188491.56
1876,188474.19
1877,208567.61
1878,190796.22
1879,126483.42
1880,135461.97
1881,239956.36
1882,226899.64
1883,181807.58
1884,196804.19
1885,221238.89
1886,276458.38
1887,209226.7
1888,256783.7
1889,172084.58
1890,117719.38
1891,114731.195
1892,103999.43
1893,125986.336
1894,133350.77
1895,132878.64
1896,129203.53
1897,120090.51
1898,115634.89
1899,165626.67
1900,148798.55
1901,162713.89
1902,141467.02
1903,224924.55
1904,156468.67
1905,192040.12
1906,171396.73
1907,189976.81
1908,116871.5
1909,134692.14
1910,118586.86
1911,198998.34
1912,288855.66
1913,175019.19
1914,48165.49
1915,301023.72
1916,70161.42
1917,245434.61
1918,137829.44
1919,160971.45
1920,160709.03
1921,349930.75
1922,303393.84
1923,207441.83
1924,198750.3
1925,192689.12
1926,361342.28
1927,133129.56
1928,157365.62
1929,119016.81
1930,124987.21
1931,146300.6
1932,145658.61
1933,170408.78
1934,174081.8
1935,170756.34
1936,181760.69
1937,176155.67
1938,177600.62
1939,228041.89
1940,186722.0
1941,174129.94
1942,180585.84
1943,200807.27
1944,320533.28
1945,365277.47
1946,134150.44
1947,304782.7
1948,169002.06
1949,226591.02
1950,185195.86
1951,230377.55
1952,210578.86
1953,168863.34
1954,175602.11
1955,130717.42
1956,279774.38
1957,154057.83
1958,289970.9
1959,151214.52
1960,106809.164
1961,126413.555
1962,94539.234
1963,107940.97
1964,115680.5
1965,148637.17
1966,148674.55
1967,287687.25
1968,394336.66
1969,356286.9
1970,390881.44
1971,388672.0
1972,348513.06
1973,256083.12
1974,306654.0
1975,369542.75
1976,267732.3
1977,336178.56
1978,329642.88
1979,309036.03
1980,182284.1
1981,359055.97
1982,222027.28
1983,211330.39
1984,172718.69
1985,238392.58
1986,220173.58
1987,203752.36
1988,174648.3
1989,185752.4
1990,204098.0
1991,214464.47
1992,205088.98
1993,168097.08
1994,227560.92
1995,181481.38
1996,242522.84
1997,300111.0
1998,308531.66
1999,256168.9
2000,283671.66
2001,258560.03
2002,270222.75
2003,255725.08
2004,274930.72
2005,236487.75
2006,221900.7
2007,255310.97
2008,214141.86
2009,191030.77
2010,182518.4
2011,135698.64
2012,178619.55
2013,184148.89
2014,185137.11
2015,192390.4
2016,190775.92
2017,192849.56
2018,130246.56
2019,139455.81
2020,111418.06
2021,114008.91
2022,164592.1
2023,143629.06
2024,231907.92
2025,316195.28
2026,186423.83
2027,164372.52
2028,164730.98
2029,166057.75
2030,263981.3
2031,250527.1
2032,256353.17
2033,257822.31
2034,174345.72
2035,203264.22
2036,205065.39
2037,203672.5
2038,268101.8
2039,208100.19
2040,306287.53
2041,260771.92
2042,196895.6
2043,169665.02
2044,154598.33
2045,191232.55
2046,157055.61
2047,143898.16
2048,136438.31
2049,157515.61
2050,167792.89
2051,107690.41
2052,114019.47
2053,136307.98
2054,97352.75
2055,156772.6
2056,132440.42
2057,117162.195
2058,201928.25
2059,132791.64
2060,167069.55
2061,159540.66
2062,129860.04
2063,114460.44
2064,141236.38
2065,116955.01
2066,154188.02
2067,119160.72
2068,149629.47
2069,84764.73
2070,110747.45
2071,93724.12
2072,139059.92
2073,131549.06
2074,171777.5
2075,142653.05
2076,120511.445
2077,154205.78
2078,123922.26
2079,137848.27
2080,117254.1
2081,122541.87
2082,134150.1
2083,147806.42
2084,113478.1
2085,120183.11
2086,115017.79
2087,123300.19
2088,91288.32
2089,83387.19
2090,125521.875
2091,106829.695
2092,116935.695
2093,125819.336
2094,107838.41
2095,148655.03
2096,77191.76
2097,71155.92
2098,140091.0
2099,67349.17
2100,90841.56
2101,137517.48
2102,123524.164
2103,93488.234
2104,171081.89
2105,128198.28
2106,85377.29
2107,192554.16
2108,109407.5
2109,103180.016
2110,133888.08
2111,135863.52
2112,146117.89
2113,125056.03
2114,112431.76
2115,155666.75
2116,119260.95
2117,150882.19
2118,130287.766
2119,114022.24
2120,117226.31
2121,92511.06
2122,115463.35
2123,77055.68
2124,168169.69
2125,144886.12
2126,151501.62
2127,171409.92
2128,128425.46
2129,102277.3
2130,126771.516
2131,158433.31
2132,125687.086
2133,112272.6
2134,134258.44
2135,91278.53
2136,85848.81
2137,114690.07
2138,129360.25
2139,137081.86
2140,135931.86
2141,137364.39
2142,115978.234
2143,136917.06
2144,123823.016
2145,134183.19
2146,148036.47
2147,113843.77
2148,136260.44
2149,163896.16
2150,189114.95
2151,116803.6
2152,158975.12
2153,156459.94
2154,113414.13
2155,131985.14
2156,245364.23
2157,230320.53
2158,221178.8
2159,184023.88
2160,176211.39
2161,236692.92
2162,376927.78
2163,340537.62
2164,232713.25
2165,181930.34
2166,138106.58
2167,204109.34
2168,190589.0
2169,192976.14
2170,204665.69
2171,141046.34
2172,123555.164
2173,172053.25
2174,213831.42
2175,275160.5
2176,322111.0
2177,224856.53
2178,196925.33
2179,141305.06
2180,225284.58
2181,185307.3
2182,227696.83
2183,198164.1
2184,115716.98
2185,125921.69
2186,138510.89
2187,136649.66
2188,151215.31
2189,235864.48
2190,100831.625
2191,84934.16
2192,91794.46
2193,95536.62
2194,105416.78
2195,105345.29
2196,107548.98
2197,115885.54
2198,150941.81
2199,175979.9
2200,135602.92
2201,143755.8
2202,215288.05
2203,142735.52
2204,182534.4
2205,121279.11
2206,136680.78
2207,209164.22
2208,228673.98
2209,222812.02
2210,121740.914
2211,111508.73
2212,112341.42
2213,105026.82
2214,105499.14
2215,101229.49
2216,148749.8
2217,88833.77
2218,71131.58
2219,52651.17
2220,64313.574
2221,297890.4
2222,264264.03
2223,317646.1
2224,211609.38
2225,144270.0
2226,188149.27
2227,193826.81
2228,275255.62
2229,221462.67
2230,154252.88
2231,212098.2
2232,162185.94
2233,178364.34
2234,235706.84
2235,228984.14
2236,240062.06
2237,346921.3
2238,208058.86
2239,115701.36
2240,159550.34
2241,152734.98
2242,128070.81
2243,134824.02
2244,101756.28
2245,102017.31
2246,137721.95
2247,114809.45
2248,129523.84
2249,124384.43
2250,133322.89
2251,104381.19
2252,170062.94
2253,148481.5
2254,163824.34
2255,178767.58
2256,183707.22
2257,209616.58
2258,164799.72
2259,176801.45
2260,125742.4
2261,189055.3
2262,197891.9
2263,339735.88
2264,425214.88
2265,153817.31
2266,283010.44
2267,361227.56
2268,393531.53
2269,146441.1
2270,180490.58
2271,194692.03
2272,194373.12
2273,164339.4
2274,174881.14
2275,166164.16
2276,179424.1
2277,196973.23
2278,146335.6
2279,122216.95
2280,116505.34
2281,172417.08
2282,187158.8
2283,105806.98
2284,114755.734
2285,143711.97
2286,125367.09
2287,341804.47
2288,266377.34
2289,351106.66
2290,418706.5
2291,310762.34
2292,365606.94
2293,420688.1
2294,367189.72
2295,426583.44
2296,266399.94
2297,306295.84
2298,319404.62
2299,329616.62
2300,305888.8
2301,295271.3
2302,252837.31
2303,216275.64
2304,236162.42
2305,172564.08
2306,177851.36
2307,183601.45
2308,221377.62
2309,273437.38
2310,205024.88
2311,203233.69
2312,180438.03
2313,175605.98
2314,177151.67
2315,174948.5
2316,197617.17
2317,175865.42
2318,179782.38
2319,183745.06
2320,193147.56
2321,245335.03
2322,191671.5
2323,179836.83
2324,175253.06
2325,198352.95
2326,168049.55
2327,204008.64
2328,215796.11
2329,181280.42
2330,176674.06
2331,323640.84
2332,376394.12
2333,296614.56
2334,241960.39
2335,255023.83
2336,326248.5
2337,207120.06
2338,258952.47
2339,212445.34
2340,394741.16
2341,230115.39
2342,221550.77
2343,214653.92
2344,235923.86
2345,241364.58
2346,217993.14
2347,205588.33
2348,232562.05
2349,193312.34
2350,307503.72
2351,247568.42
2352,243820.69
2353,261087.1
2354,132912.88
2355,154736.05
2356,158853.45
2357,194994.0
2358,192670.05
2359,119083.875
2360,111064.16
2361,139313.98
2362,250341.05
2363,136065.58
2364,139685.16
2365,213514.36
2366,193406.92
2367,217749.28
2368,234521.64
2369,217338.83
2370,164900.55
2371,175313.8
2372,197637.38
2373,278691.06
2374,313026.72
2375,225951.1
2376,258801.86
2377,277667.38
2378,142271.97
2379,207041.89
2380,134275.8
2381,158107.3
2382,186415.67
2383,191931.34
2384,229023.31
2385,156268.83
2386,124316.96
2387,128956.87
2388,132495.56
2389,125152.41
2390,148862.25
2391,138068.64
2392,114526.72
2393,171742.5
2394,143166.0
2395,205998.86
2396,146633.02
2397,197526.39
2398,127979.586
2399,86207.164
2400,73003.88
2401,111465.766
2402,132376.27
2403,167481.44
2404,152090.4
2405,141611.69
2406,131918.53
2407,129415.27
2408,135192.94
2409,124505.07
2410,142726.98
2411,122297.2
2412,153360.55
2413,127916.12
2414,147608.05
2415,145651.39
2416,125529.33
2417,128691.32
2418,127362.1
2419,121294.46
2420,124411.56
2421,142883.03
2422,114965.734
2423,108759.18
2424,143702.31
2425,228123.89
2426,121497.164
2427,114071.81
2428,160577.64
2429,111611.95
2430,129633.55
2431,119664.34
2432,138745.69
2433,145978.12
2434,141148.14
2435,145205.31
2436,113173.43
2437,113222.695
2438,126456.445
2439,107480.125
2440,119585.62
2441,93629.23
2442,101471.766
2443,117746.21
2444,124150.125
2445,81481.38
2446,143371.75
2447,181803.62
2448,125763.71
2449,117290.99
2450,150006.33
2451,120991.51
2452,175278.16
2453,93594.37
2454,111420.266
2455,99670.95
2456,130142.92
2457,137259.38
2458,119649.555
2459,118704.48
2460,126610.734
2461,127108.7
2462,138618.34
2463,132428.81
2464,181869.17
2465,135787.69
2466,121530.92
2467,141195.03
2468,95996.42
2469,91932.016
2470,172198.84
2471,200168.14
2472,164986.06
2473,125930.88
2474,86648.24
2475,189446.81
2476,115039.36
2477,120844.79
2478,144829.92
2479,102104.0
2480,150987.78
2481,111543.69
2482,133845.92
2483,108957.78
2484,118523.8
2485,132549.66
2486,160817.55
2487,186827.81
2488,148570.47
2489,148391.58
2490,136359.11
2491,109644.914
2492,166002.81
2493,150986.6
2494,130127.836
2495,63820.35
2496,206290.16
2497,142721.48
2498,121520.76
2499,73970.31
2500,116799.42
2501,140136.83
2502,139279.16
2503,109891.086
2504,170179.02
2505,225198.67
2506,244754.06
2507,313275.0
2508,243605.67
2509,213773.27
2510,207449.52
2511,178480.16
2512,195552.05
2513,205463.48
2514,203728.02
2515,146615.8
2516,170144.69
2517,141024.19
2518,143339.73
2519,210472.45
2520,192493.77
2521,183598.78
2522,203291.17
2523,126846.74
2524,143795.94
2525,152130.6
2526,131325.66
2527,111382.164
2528,128835.99
2529,143745.5
2530,128402.836
2531,219479.98
2532,222550.48
2533,188536.89
2534,217476.9
2535,259594.88
2536,214648.05
2537,215856.47
2538,186419.02
2539,179966.39
2540,175239.8
2541,180599.45
2542,167965.11
2543,116022.18
2544,110279.195
2545,126257.086
2546,114868.08
2547,139903.11
2548,175743.19
2549,171936.66
2550,496287.84
2551,143434.34
2552,128983.445
2553,80669.016
2554,101725.98
2555,120963.55
2556,103716.24
2557,114003.81
2558,186151.03
2559,145783.58
2560,139342.66
2561,144419.81
2562,142310.62
2563,150649.1
2564,202229.95
2565,141222.22
2566,165437.14
2567,139923.81
2568,178397.55
2569,207148.08
2570,120394.69
2571,192487.06
2572,162828.2
2573,201560.7
2574,244939.14
2575,133357.11
2576,125429.35
2577,124028.37
2578,92175.766
2579,66844.27
2580,124804.87
2581,114385.06
2582,113873.75
2583,247609.9
2584,162011.62
2585,200884.81
2586,200510.48
2587,194146.25
2588,136458.9
2589,139818.9
2590,196671.95
2591,201880.88
2592,212540.9
2593,226524.25
2594,172484.44
2595,198087.11
2596,278555.5
2597,188168.05
2598,253488.83
2599,334972.16
2600,153557.03
2601,134160.64
2602,82083.23
2603,94186.29
2604,92771.52
2605,90647.21
2606,140303.39
2607,177282.11
2608,165662.58
2609,165035.62
2610,109282.27
2611,115217.63
2612,159019.3
2613,131292.56
2614,129214.68
2615,155631.72
2616,140029.86
2617,185540.77
2618,175319.64
2619,179496.17
2620,177535.39
2621,174635.98
2622,182745.9
2623,224544.38
2624,273607.97
2625,307297.0
2626,161500.89
2627,174107.38
2628,407073.34
2629,444206.12
2630,353370.8
2631,423288.4
2632,372575.25
2633,276964.34
2634,383389.25
2635,143440.78
2636,177258.31
2637,191785.17
2638,256287.31
2639,175368.33
2640,150555.25
2641,104435.68
2642,189474.27
2643,104863.625
2644,122098.16
2645,107141.07
2646,93880.16
2647,107023.52
2648,144813.53
2649,149444.78
2650,142699.88
2651,147073.67
2652,383501.1
2653,240587.3
2654,246892.23
2655,379802.97
2656,295554.75
2657,332619.12
2658,264107.7
2659,302363.66
2660,322174.28
2661,347352.6
2662,338283.1
2663,258693.48
2664,272390.3
2665,314635.78
2666,277330.06
2667,168261.06
2668,185033.75
2669,175403.27
2670,262987.1
2671,184787.86
2672,199945.81
2673,199679.16
2674,201589.05
2675,181813.19
2676,189167.61
2677,191407.33
2678,265360.44
2679,260987.33
2680,274636.12
2681,344124.72
2682,300728.62
2683,469596.9
2684,296100.44
2685,288151.88
2686,245668.64
2687,318465.9
2688,213184.75
2689,206465.52
2690,432697.3
2691,193006.0
2692,125671.305
2693,189142.05
2694,126403.52
2695,189951.19
2696,187570.88
2697,181016.83
2698,193319.03
2699,181212.22
2700,154950.56
2701,146169.61
2702,112487.586
2703,139091.84
2704,135352.73
2705,122587.695
2706,111101.586
2707,121902.336
2708,128054.4
2709,111800.92
2710,129258.46
2711,220730.62
2712,359679.34
2713,169450.08
2714,158279.58
2715,169944.31
2716,150794.86
2717,186612.73
2718,230433.02
2719,155685.98
2720,163407.83
2721,133480.17
2722,158669.42
2723,134360.44
2724,128139.92
2725,127489.41
2726,149608.89
2727,155841.27
2728,163181.39
2729,147777.86
2730,146036.42
2731,130252.414
2732,126879.39
2733,151179.75
2734,136508.17
2735,136104.44
2736,147545.02
2737,119457.77
2738,153553.06
2739,150599.42
2740,127726.75
2741,146854.34
2742,148206.05
2743,146859.88
2744,143881.81
2745,133474.34
2746,127010.42
2747,139539.97
2748,117479.82
2749,130403.85
2750,126294.914
2751,126183.89
2752,178874.53
2753,152780.14
2754,246589.98
2755,132121.12
2756,102519.92
2757,74769.89
2758,95968.71
2759,156478.61
2760,124482.164
2761,140270.36
2762,137280.44
2763,177727.2
2764,146687.22
2765,260478.06
2766,125730.46
2767,104342.16
2768,129620.86
2769,127559.14
2770,138669.77
2771,117347.65
2772,113857.04
2773,189307.23
2774,135524.25
2775,119011.94
2776,137620.19
2777,140227.64
2778,108207.71
2779,151545.05
2780,84681.02
2781,100885.43
2782,91217.03
2783,99791.6
2784,132433.16
2785,142001.56
2786,75028.64
2787,128102.65
2788,83951.39
2789,191510.69
2790,98618.695
2791,112329.04
2792,53600.91
2793,152843.06
2794,108145.69
2795,118781.766
2796,105783.11
2797,195987.94
2798,115675.56
2799,121110.65
2800,59044.84
2801,108396.37
2802,131660.4
2803,183213.67
2804,124621.82
2805,101623.36
2806,89742.93
2807,152361.22
2808,137478.81
2809,132314.03
2810,125972.39
2811,154438.44
2812,150548.36
2813,190634.27
2814,180829.03
2815,87525.78
2816,205963.62
2817,129859.68
2818,134373.58
2819,166331.58
2820,134289.06
2821,90388.65
2822,185192.98
2823,272390.25
2824,165282.02
2825,148177.97
2826,122840.19
2827,130233.93
2828,229020.08
2829,205367.08
2830,233531.05
2831,180706.94
2832,222070.88
2833,303759.4
2834,198208.98
2835,204005.08
2836,198720.88
2837,151607.34
2838,136605.89
2839,177402.88
2840,190387.92
2841,195115.06
2842,211150.31
2843,152710.66
2844,176853.55
2845,118953.48
2846,197583.75
2847,185195.92
2848,206275.58
2849,200312.64
2850,275477.38
2851,202817.67
2852,223174.23
2853,224424.83
2854,142045.27
2855,203207.03
2856,193022.28
2857,186094.84
2858,197350.69
2859,122394.96
2860,124518.02
2861,120390.69
2862,204943.58
2863,117160.41
2864,247080.9
2865,139646.89
2866,141489.19
2867,98191.38
2868,122136.695
2869,118574.08
2870,122527.01
2871,94604.29
2872,52159.79
2873,74448.45
2874,140445.7
2875,110631.05
2876,146436.06
2877,131222.23
2878,176515.56
2879,132614.53
2880,105565.805
2881,156234.75
2882,173523.34
2883,193592.4
2884,175911.75
2885,177530.16
2886,229113.27
2887,96614.86
2888,131671.47
2889,47052.797
2890,83775.42
2891,129248.41
2892,19994.926
2893,90914.734
2894,46341.945
2895,306199.88
2896,275393.97
2897,192562.52
2898,163214.81
2899,206933.75
2900,162067.3
2901,150961.86
2902,160748.84
2903,323567.34
2904,301927.53
2905,79740.96
2906,218435.3
2907,116405.87
2908,133431.64
2909,169988.1
2910,91358.93
2911,83987.625
2912,140029.1
2913,84379.586
2914,84732.0
2915,86589.5
2916,86832.164
2917,154261.73
2918,118011.0
2919,229614.03
