Id,SalePrice
2097,100616.53
2098,140427.33
2099,65730.23
2100,100024.375
2101,128506.3
2102,123206.664
2103,101226.12
2104,131017.89
2105,125827.83
2106,74377.5
2107,213122.0
2108,118174.37
2109,119223.016
2110,136426.06
2111,142750.52
2112,132876.12
2113,119076.234
2114,110056.8
2115,154353.61
2116,122917.94
2117,153045.88
2118,120937.43
2119,109166.086
2120,113692.48
2121,81572.84
2122,105575.23
2123,83940.6
2124,173112.39
2125,124467.586
2126,152804.52
2127,154839.45
2128,134537.16
2129,107191.79
2130,138545.42
2131,152211.98
2132,120336.04
2133,127550.266
2134,122363.73
2135,99555.54
2136,65639.305
2137,117179.766
2138,131702.44
2139,151742.39
2140,138347.98
2141,144477.86
2142,128405.336
2143,142784.66
2144,130722.01
2145,133101.9
2146,166145.05
2147,145198.16
2148,134775.81
2149,146277.88
2150,218500.73
2151,116915.516
2152,192947.28
2153,166915.17
2154,113637.33
2155,135513.8
2156,245258.9
2157,229241.16
2158,235453.31
2159,204273.44
2160,173025.4
2161,246832.06
2162,412769.8
2163,369856.5
2164,261091.22
2165,181598.33
2166,149070.56
2167,221536.58
2168,199414.6
2169,194598.81
2170,221811.45
2171,147786.84
2172,137934.69
2173,159133.44
2174,225836.28
2175,319144.47
2176,336790.38
2177,241895.39
2178,213179.8
2179,141840.34
2180,237977.84
2181,195768.12
2182,230593.94
2183,195419.67
2184,129663.68
2185,126213.766
2186,148051.03
2187,148189.1
2188,154335.22
2189,235061.78
2190,88172.14
2191,89393.07
2192,97428.0
2193,111148.19
2194,102433.04
2195,113231.52
2196,107202.26
2197,114149.336
2198,158522.48
2199,165139.34
2200,140747.66
2201,146182.86
2202,206303.44
2203,149625.52
2204,194169.8
2205,110464.125
2206,149707.52
2207,212619.06
2208,244064.45
2209,218482.03
2210,124257.52
2211,116868.445
2212,115882.72
2213,107451.84
2214,125037.32
2215,98727.586
2216,146322.1
2217,84202.69
2218,68777.48
2219,68894.72
2220,65030.637
2221,339859.3
2222,253681.55
2223,301511.88
2224,220947.66
2225,120983.695
2226,184294.39
2227,202306.33
2228,291670.7
2229,245236.84
2230,147624.16
2231,213307.84
2232,179816.53
2233,178629.47
2234,248074.98
2235,218636.62
2236,267488.78
2237,368649.94
2238,208408.36
2239,112613.375
2240,157730.14
2241,147898.38
2242,129484.12
2243,125608.84
2244,106089.445
2245,105230.48
2246,149357.84
2247,111533.41
2248,127035.74
2249,128219.7
2250,136640.44
2251,126822.51
2252,177558.88
2253,154990.27
2254,170344.64
2255,184740.95
2256,185705.31
2257,202001.05
2258,166554.81
2259,173301.02
2260,163932.64
2261,191968.34
2262,214031.67
2263,343125.78
2264,389860.94
2265,180760.48
2266,295357.22
2267,383793.97
2268,398838.06
2269,152080.08
2270,184164.47
2271,221471.6
2272,203191.69
2273,162335.77
2274,166750.78
2275,162976.2
2276,188516.28
2277,185155.17
2278,149515.1
2279,124661.234
2280,126582.12
2281,172816.31
2282,183091.61
2283,104597.766
2284,112868.74
2285,147098.89
2286,127046.69
2287,374529.44
2288,287433.6
2289,380633.22
2290,465667.4
2291,319836.6
2292,418278.3
2293,480658.06
2294,423826.78
2295,468265.44
2296,271360.53
2297,326745.47
2298,351720.12
2299,385726.7
2300,332218.53
2301,292607.12
2302,239630.0
2303,237820.45
2304,249463.83
2305,180466.36
2306,178529.47
2307,185649.8
2308,222313.7
2309,280775.25
2310,218610.22
2311,200474.02
2312,185339.08
2313,171464.17
2314,172980.94
2315,176838.12
2316,198194.83
2317,180160.1
2318,175745.44
2319,175655.55
2320,198326.84
2321,258815.39
2322,177316.81
2323,185391.06
2324,168319.6
2325,208686.81
2326,165666.11
2327,213226.89
2328,224520.33
2329,185219.12
2330,174307.67
2331,380074.7
2332,421193.03
2333,316320.2
2334,258895.9
2335,258491.23
2336,343204.3
2337,204384.61
2338,289939.4
2339,225840.38
2340,407531.62
2341,210913.42
2342,231263.66
2343,222821.03
2344,238482.77
2345,245743.53
2346,225272.1
2347,199860.88
2348,238936.61
2349,175298.48
2350,300478.16
2351,252887.45
2352,252552.45
2353,244597.44
2354,134872.69
2355,153417.77
2356,154301.89
2357,200197.9
2358,194929.92
2359,121857.16
2360,117297.49
2361,138276.33
2362,258776.06
2363,135064.4
2364,159755.08
2365,227342.92
2366,207635.75
2367,234457.19
2368,222493.17
2369,228247.78
2370,174538.11
2371,174776.72
2372,195381.69
2373,276988.6
2374,305303.66
2375,256007.84
2376,300158.66
2377,389090.75
2378,138385.83
2379,197098.02
2380,144056.1
2381,153763.53
2382,198811.56
2383,200625.2
2384,234572.83
2385,158886.27
2386,134616.5
2387,134830.02
2388,112129.04
2389,132065.12
2390,145915.88
2391,140811.03
2392,118748.24
2393,165900.22
2394,144005.44
2395,205121.77
2396,137511.3
2397,210575.61
2398,130583.8
2399,59159.465
2400,59762.184
2401,115430.46
2402,138612.34
2403,126558.23
2404,147389.39
2405,155449.64
2406,136262.36
2407,131259.52
2408,137646.53
2409,125511.31
2410,169438.92
2411,121804.9
2412,155578.61
2413,129016.79
2414,143993.88
2415,132313.14
2416,130029.79
2417,128103.375
2418,126439.37
2419,122753.49
2420,124951.64
2421,146351.94
2422,114853.3
2423,136513.34
2424,152959.7
2425,229338.72
2426,133639.02
2427,136904.84
2428,167369.39
2429,116850.586
2430,131001.766
2431,108517.87
2432,141573.75
2433,148191.58
2434,137673.73
2435,146300.47
2436,103760.945
2437,108999.195
2438,124036.99
2439,111279.23
2440,122156.26
2441,95893.08
2442,103471.92
2443,120393.18
2444,129955.65
2445,83935.75
2446,130284.71
2447,196755.97
2448,134800.45
2449,113112.53
2450,152114.69
2451,126517.95
2452,203421.58
2453,95025.26
2454,121574.75
2455,118636.28
2456,132363.02
2457,126601.8
2458,115202.67
2459,110835.83
2460,134093.22
2461,114845.99
2462,134952.75
2463,119516.664
2464,167648.06
2465,130534.48
2466,108594.836
2467,139935.64
2468,80473.35
2469,74532.65
2470,184742.0
2471,209250.44
2472,163146.45
2473,120625.625
2474,82286.516
2475,217038.2
2476,116347.445
2477,127378.414
2478,155804.19
2479,113642.664
2480,156785.62
2481,119406.8
2482,128132.61
2483,114644.02
2484,121090.06
2485,123241.58
2486,156202.92
2487,186140.25
2488,152601.19
2489,148440.5
2490,152890.33
2491,95696.26
2492,173602.81
2493,154501.28
2494,165459.88
2495,88629.44
2496,237473.06
2497,148627.89
2498,115315.766
2499,90717.375
2500,130575.734
2501,139769.61
2502,147988.08
2503,95369.305
2504,183555.66
2505,220778.17
2506,264129.12
2507,317095.66
2508,265269.1
2509,222715.81
2510,229404.62
2511,179314.12
2512,209170.83
2513,217868.27
2514,237445.27
2515,149115.23
2516,169813.53
2517,140524.9
2518,144811.25
2519,224785.84
2520,210445.62
2521,188806.72
2522,221783.89
2523,128083.125
2524,136627.83
2525,144146.75
2526,134241.08
2527,112144.97
2528,126806.08
2529,137859.77
2530,123097.94
2531,246741.52
2532,227125.8
2533,196997.83
2534,235033.11
2535,318670.3
2536,233439.45
2537,235935.02
2538,180176.44
2539,185185.84
2540,178786.78
2541,181196.48
2542,161435.77
2543,128906.266
2544,131140.19
2545,133131.17
2546,130245.49
2547,143049.83
2548,145231.36
2549,164109.19
2550,235926.47
2551,142004.97
2552,126864.8
2553,77351.87
2554,111736.6
2555,115834.375
2556,105615.38
2557,115493.11
2558,159290.36
2559,137265.11
2560,140314.95
2561,146187.45
2562,137552.67
2563,155639.56
2564,191411.16
2565,143658.72
2566,160916.56
2567,131592.33
2568,205539.12
2569,210332.61
2570,123331.39
2571,185494.78
2572,172513.23
2573,218826.25
2574,292086.38
2575,127712.43
2576,128557.35
2577,160886.4
2578,88333.93
2579,68354.734
2580,133640.97
2581,116571.9
2582,109071.18
2583,279880.22
2584,162794.88
2585,201502.64
2586,212780.7
2587,201758.73
2588,147783.31
2589,145923.39
2590,218571.14
2591,222196.92
2592,217738.75
2593,251804.28
2594,176534.55
2595,202353.25
2596,330412.12
2597,192222.44
2598,264994.94
2599,357495.38
2600,167043.36
2601,143521.78
2602,81643.73
2603,95916.77
2604,92704.14
2605,75341.555
2606,141849.19
2607,184476.94
2608,199915.33
2609,162237.34
2610,117792.0
2611,142463.98
2612,151931.78
2613,131577.55
2614,126913.87
2615,147905.64
2616,142655.69
2617,178019.5
2618,202370.17
2619,201045.42
2620,188191.73
2621,176004.86
2622,180276.89
2623,241809.48
2624,281321.16
2625,316801.47
2626,168686.94
2627,174462.69
2628,430898.06
2629,510501.4
2630,363797.2
2631,460700.38
2632,424747.1
2633,307805.8
2634,398071.1
2635,149754.03
2636,184815.44
2637,187743.2
2638,248499.28
2639,188439.5
2640,150490.69
2641,105410.23
2642,195512.92
2643,105355.164
2644,127899.836
2645,104702.34
2646,96553.086
2647,103567.414
2648,144556.88
2649,142227.12
2650,143563.88
2651,140527.22
2652,437720.16
2653,247655.52
2654,276282.16
2655,383000.78
2656,315997.94
2657,342675.06
2658,270330.62
2659,318925.66
2660,350210.34
2661,387804.06
2662,364879.34
2663,273036.03
2664,271190.12
2665,337773.0
2666,293041.06
2667,167176.58
2668,177862.75
2669,175145.38
2670,293017.62
2671,179551.45
2672,185577.72
2673,210524.53
2674,206366.14
2675,172359.69
2676,185573.9
2677,194625.7
2678,260444.3
2679,287186.78
2680,287489.78
2681,425110.4
2682,338396.47
2683,528861.94
2684,324159.84
2685,334672.88
2686,257708.22
2687,326245.38
2688,222612.58
2689,215180.48
2690,463669.34
2691,186280.97
2692,134863.55
2693,194600.52
2694,133139.3
2695,185827.78
2696,181472.36
2697,184517.58
2698,190142.94
2699,178528.47
2700,163043.8
2701,149128.34
2702,106320.62
2703,127802.63
2704,149537.17
2705,121537.914
2706,118078.03
2707,124965.68
2708,139108.31
2709,117569.555
2710,128417.516
2711,270486.62
2712,381523.7
2713,174154.53
2714,153903.4
2715,172574.86
2716,148485.9
2717,181550.5
2718,229136.89
2719,154433.52
2720,172365.72
2721,132633.58
2722,152701.31
2723,143709.02
2724,128658.83
2725,135303.39
2726,142874.44
2727,179787.03
2728,163273.89
2729,149754.67
2730,143630.16
2731,124019.99
2732,125695.086
2733,157568.9
2734,143913.6
2735,130628.96
2736,139645.44
2737,124846.89
2738,133805.83
2739,157274.11
2740,134627.6
2741,142542.8
2742,149907.06
2743,147087.14
2744,150264.67
2745,135658.81
2746,137586.56
2747,157114.88
2748,122661.27
2749,128100.59
2750,136665.19
2751,136221.52
2752,197502.89
2753,150966.62
2754,225268.25
2755,127964.16
2756,97637.9
2757,69400.74
2758,85362.79
2759,156572.17
2760,126010.625
2761,141922.38
2762,140727.6
2763,181758.73
2764,165255.03
2765,266880.06
2766,137301.53
2767,91666.83
2768,129912.59
2769,132953.39
2770,149034.31
2771,113951.88
2772,116520.71
2773,159220.69
2774,135115.97
2775,128059.44
2776,146058.9
2777,144007.45
2778,112148.016
2779,133495.27
2780,98246.62
2781,100119.93
2782,90519.875
2783,105532.23
2784,124486.64
2785,130969.29
2786,73469.11
2787,122531.9
2788,76486.21
2789,179283.28
2790,93618.03
2791,115357.16
2792,57025.766
2793,168079.67
2794,99575.61
2795,119019.44
2796,102587.53
2797,201091.78
2798,113547.56
2799,112821.89
2800,60704.375
2801,110277.73
2802,130537.836
2803,167882.08
2804,138099.98
2805,99594.96
2806,81274.805
2807,159161.2
2808,149541.33
2809,131909.67
2810,131052.24
2811,156738.45
2812,150766.16
2813,160624.3
2814,161258.98
2815,101696.664
2816,232782.44
2817,146526.23
2818,128784.84
2819,154027.48
2820,136511.05
2821,104708.914
2822,194424.1
2823,263852.12
2824,178051.42
2825,154481.17
2826,128240.96
2827,138942.94
2828,226070.36
2829,206184.23
2830,235347.84
2831,182199.42
2832,239557.19
2833,314400.56
2834,211479.5
2835,217163.38
2836,190534.58
2837,156493.06
2838,148251.05
2839,180692.34
2840,196910.25
2841,202503.5
2842,216266.9
2843,149426.72
2844,156931.22
2845,123108.6
2846,208984.8
2847,196811.06
2848,218633.25
2849,206255.67
2850,284962.72
2851,236656.17
2852,235156.92
2853,232234.45
2854,142613.28
2855,205456.44
2856,197622.6
2857,186220.08
2858,207427.62
2859,128708.86
2860,131008.68
2861,130883.84
2862,191767.67
2863,127044.484
2864,242093.02
2865,144508.1
2866,138224.48
2867,96183.61
2868,94349.49
2869,107579.22
2870,136233.28
2871,86088.664
2872,52684.184
2873,104077.74
2874,146470.67
2875,113390.49
2876,160460.73
2877,136933.02
2878,174337.88
2879,137241.06
2880,98919.14
2881,149754.58
2882,169517.6
2883,192028.2
2884,203200.7
2885,192114.75
2886,220538.73
2887,95682.43
2888,127516.69
2889,48388.742
2890,82791.99
2891,136893.48
2892,45482.383
2893,84830.9
2894,45812.336
2895,320599.16
2896,274645.22
2897,215964.8
2898,148443.12
2899,221178.05
2900,152961.16
2901,219511.45
2902,190034.78
2903,358841.47
2904,357781.53
2905,104619.72
2906,206710.95
2907,110592.8
2908,130697.61
2909,134975.02
2910,91131.32
2911,81514.61
2912,140867.45
2913,88825.72
2914,80658.266
2915,87322.56
2916,86992.84
2917,163832.06
2918,117599.01
2919,227966.03
